S.NO.,Invoice ID,City,Customer type,Gender,Product line,Quantity,Total,DATE,TIME,Payment,Rating,Month
725,593-14-4239,DELHI,Normal,Female,Home and lifestyle,8,801.864,05-03-2019,19:40,Ewallet,4.7,March
729,262-47-2794,DELHI,Member,Male,Home and lifestyle,8,603.624,06-03-2019,15:07,Credit card,6.2,March
730,468-01-2051,DELHI,Normal,Male,Food and beverages,7,456.288,06-03-2019,13:46,Ewallet,5.4,March
731,783-09-1637,DELHI,Normal,Female,Sports and travel,5,354.0075,06-03-2019,18:13,Ewallet,6.3,March
735,149-15-7606,DELHI,Member,Male,Sports and travel,9,352.674,06-03-2019,15:31,Ewallet,5.1,March
736,715-20-1673,DELHI,Normal,Male,Electronic accessories,5,148.995,06-03-2019,20:57,Cash,9.4,March
737,883-69-1285,DELHI,Member,Male,Fashion accessories,2,104.832,06-03-2019,11:55,Credit card,7,March
738,242-55-6721,DELHI,Normal,Male,Home and lifestyle,2,33.936,07-03-2019,11:49,Ewallet,6.5,March
739,307-85-2293,DELHI,Normal,Male,Home and lifestyle,5,263.97,07-03-2019,13:58,Ewallet,9.7,March
757,364-33-8584,DELHI,Member,Female,Food and beverages,5,92.5575,08-03-2019,15:27,Cash,8.5,March
758,529-56-3974,DELHI,Member,Male,Electronic accessories,4,107.142,09-03-2019,17:03,Cash,6.8,March
759,132-32-9879,DELHI,Member,Female,Electronic accessories,4,394.632,09-03-2019,18:00,Cash,9.5,March
762,219-22-9386,DELHI,Member,Male,Sports and travel,9,944.622,09-03-2019,17:26,Credit card,4.2,March
763,268-27-6179,DELHI,Member,Female,Fashion accessories,8,474.348,09-03-2019,14:57,Ewallet,7.3,March
768,616-87-0016,DELHI,Normal,Male,Fashion accessories,7,702.219,09-03-2019,14:36,Credit card,9.6,March
772,299-29-0180,DELHI,Member,Female,Home and lifestyle,7,383.523,09-03-2019,10:54,Cash,9.3,March
777,790-29-1172,DELHI,Normal,Female,Food and beverages,3,180.621,10-03-2019,18:59,Credit card,7.9,March
778,596-42-3999,DELHI,Normal,Male,Food and beverages,7,133.917,10-03-2019,14:04,Credit card,6.6,March
784,156-20-0370,DELHI,Normal,Female,Electronic accessories,1,26.7225,10-03-2019,18:10,Credit card,5.1,March
787,319-50-3348,DELHI,Normal,Female,Home and lifestyle,2,84.63,11-03-2019,15:30,Ewallet,4.4,March
789,891-58-8335,DELHI,Member,Female,Sports and travel,7,217.6335,11-03-2019,15:53,Cash,6.5,March
796,214-30-2776,DELHI,Member,Female,Electronic accessories,5,181.0725,11-03-2019,19:44,Credit card,9,March
798,152-08-9985,DELHI,Member,Male,Health and beauty,9,608.202,12-03-2019,12:09,Credit card,8.6,March
800,545-46-3100,DELHI,Member,Female,Electronic accessories,3,33.3585,12-03-2019,13:52,Credit card,8.7,March
803,573-10-3877,DELHI,Member,Male,Health and beauty,1,40.9605,12-03-2019,16:46,Credit card,4.7,March
804,276-54-0879,DELHI,Normal,Male,Sports and travel,4,410.508,12-03-2019,19:53,Ewallet,6.4,March
808,427-45-9297,DELHI,Member,Female,Home and lifestyle,7,299.3655,12-03-2019,11:01,Ewallet,5.4,March
812,655-85-5130,DELHI,Member,Female,Fashion accessories,4,160.86,13-03-2019,19:22,Cash,5.7,March
813,585-03-5943,DELHI,Normal,Male,Health and beauty,10,190.155,13-03-2019,11:46,Ewallet,5.9,March
815,686-41-0932,DELHI,Normal,Female,Fashion accessories,2,72.87,13-03-2019,19:48,Ewallet,8.2,March
822,115-99-4379,DELHI,Member,Female,Fashion accessories,7,402.2655,14-03-2019,19:02,Credit card,8.5,March
826,174-75-0888,DELHI,Normal,Male,Electronic accessories,9,203.931,14-03-2019,12:32,Cash,7.3,March
830,628-90-8624,DELHI,Member,Male,Health and beauty,10,867.09,14-03-2019,14:41,Cash,5,March
832,210-30-7976,DELHI,Member,Female,Fashion accessories,4,93.744,14-03-2019,11:16,Ewallet,4.1,March
833,499-27-7781,DELHI,Normal,Female,Food and beverages,8,446.964,14-03-2019,16:45,Ewallet,5,March
837,273-16-6619,DELHI,Normal,Male,Home and lifestyle,2,69.72,15-03-2019,12:20,Credit card,4.4,March
840,542-41-0513,DELHI,Member,Female,Electronic accessories,4,241.458,15-03-2019,11:57,Cash,6.6,March
841,760-54-1821,DELHI,Normal,Male,Home and lifestyle,9,128.4255,15-03-2019,10:26,Cash,5.8,March
843,585-11-6748,DELHI,Member,Male,Sports and travel,3,304.92,15-03-2019,13:05,Cash,5.3,March
844,605-83-1050,DELHI,Normal,Male,Fashion accessories,2,57.078,15-03-2019,16:26,Ewallet,4.3,March
845,359-94-5395,DELHI,Normal,Male,Health and beauty,1,97.419,15-03-2019,10:50,Credit card,9.8,March
846,565-91-4567,DELHI,Normal,Male,Health and beauty,8,90.3,15-03-2019,14:38,Ewallet,6.2,March
847,361-59-0574,DELHI,Member,Male,Sports and travel,8,760.452,15-03-2019,14:48,Credit card,6.5,March
853,578-80-7669,DELHI,Normal,Male,Sports and travel,1,78.7185,16-03-2019,16:58,Cash,5.6,March
855,701-69-8742,DELHI,Normal,Male,Sports and travel,10,360.885,16-03-2019,10:11,Ewallet,6.7,March
857,711-31-1234,DELHI,Normal,Female,Electronic accessories,4,401.688,16-03-2019,18:51,Cash,7.9,March
860,642-30-6693,DELHI,Normal,Female,Sports and travel,6,343.413,17-03-2019,13:54,Ewallet,7.8,March
862,152-03-4217,DELHI,Normal,Female,Home and lifestyle,9,106.596,17-03-2019,11:55,Credit card,4.3,March
868,420-04-7590,DELHI,Normal,Male,Home and lifestyle,3,314.055,18-03-2019,11:29,Ewallet,4.7,March
869,776-68-1096,DELHI,Normal,Male,Home and lifestyle,3,138.978,18-03-2019,13:45,Credit card,7.9,March
872,716-39-1409,DELHI,Normal,Male,Health and beauty,7,223.0725,19-03-2019,18:19,Cash,8,March
878,301-81-8610,DELHI,Member,Male,Fashion accessories,8,213.528,19-03-2019,19:42,Credit card,6.7,March
880,701-23-5550,DELHI,Member,Male,Home and lifestyle,4,163.002,19-03-2019,13:40,Ewallet,4.9,March
887,142-63-6033,DELHI,Normal,Male,Home and lifestyle,5,484.89,20-03-2019,19:17,Ewallet,4.9,March
891,650-98-6268,DELHI,Member,Female,Food and beverages,3,65.7405,20-03-2019,13:53,Credit card,8,March
892,632-32-4574,DELHI,Normal,Male,Sports and travel,8,637.728,20-03-2019,14:14,Cash,5.5,March
895,514-37-2845,DELHI,Normal,Male,Fashion accessories,2,208.425,20-03-2019,13:02,Cash,9,March
898,182-88-2763,DELHI,Member,Male,Food and beverages,3,251.7165,20-03-2019,19:28,Credit card,5,March
899,574-31-8277,DELHI,Member,Male,Fashion accessories,1,35.3115,20-03-2019,19:55,Cash,5.6,March
905,438-01-4015,DELHI,Member,Female,Sports and travel,4,207.858,21-03-2019,15:25,Ewallet,6.6,March
909,616-24-2851,DELHI,Member,Female,Fashion accessories,4,75.054,22-03-2019,14:42,Ewallet,6.5,March
913,394-30-3170,DELHI,Member,Female,Sports and travel,8,742.812,22-03-2019,19:35,Credit card,4.3,March
914,554-53-3790,DELHI,Normal,Male,Sports and travel,6,233.226,22-03-2019,18:33,Cash,4.5,March
920,608-96-3517,DELHI,Member,Female,Fashion accessories,4,384.468,23-03-2019,19:20,Credit card,4.8,March
930,560-30-5617,DELHI,Normal,Female,Sports and travel,5,130.0425,24-03-2019,18:27,Cash,8.5,March
935,725-67-2480,DELHI,Member,Female,Fashion accessories,6,370.125,24-03-2019,18:14,Credit card,5.9,March
938,851-98-3555,DELHI,Normal,Female,Health and beauty,5,435.12,24-03-2019,14:08,Credit card,6.6,March
939,641-62-7288,DELHI,Normal,Male,Home and lifestyle,6,629.496,24-03-2019,13:33,Ewallet,7.1,March
944,282-35-2475,DELHI,Normal,Female,Sports and travel,2,195.951,25-03-2019,17:53,Cash,6.3,March
947,366-43-6862,DELHI,Normal,Male,Electronic accessories,4,222.138,25-03-2019,16:32,Ewallet,6.7,March
952,449-27-2918,DELHI,Member,Female,Sports and travel,1,41.076,26-03-2019,11:02,Credit card,9.6,March
953,734-91-1155,DELHI,Normal,Female,Electronic accessories,3,143.9865,26-03-2019,10:34,Credit card,7.7,March
956,487-79-6868,DELHI,Member,Female,Home and lifestyle,9,116.1405,26-03-2019,19:28,Credit card,8,March
965,423-57-2993,DELHI,Normal,Male,Sports and travel,6,588.357,27-03-2019,19:18,Ewallet,10,March
967,794-32-2436,DELHI,Member,Male,Electronic accessories,2,116.907,27-03-2019,15:08,Ewallet,6,March
968,176-64-7711,DELHI,Normal,Male,Food and beverages,3,101.808,27-03-2019,19:11,Credit card,4.3,March
970,313-66-9943,DELHI,Member,Female,Food and beverages,3,91.8225,27-03-2019,20:29,Credit card,7.3,March
973,573-58-9734,DELHI,Normal,Female,Fashion accessories,3,95.6655,28-03-2019,13:41,Ewallet,5.1,March
983,766-85-7061,DELHI,Normal,Male,Health and beauty,10,922.635,29-03-2019,10:25,Ewallet,5.1,March
985,291-21-5991,DELHI,Member,Male,Health and beauty,5,321.7725,29-03-2019,14:28,Cash,7,March
986,425-85-2085,DELHI,Member,Male,Health and beauty,5,288.015,29-03-2019,16:48,Ewallet,9.8,March
988,186-79-9562,DELHI,Normal,Male,Health and beauty,7,527.5095,29-03-2019,14:06,Cash,8.9,March
990,743-04-1105,DELHI,Member,Male,Health and beauty,9,918.729,30-03-2019,14:43,Ewallet,6,March
992,731-59-7531,DELHI,Member,Male,Health and beauty,8,609.588,30-03-2019,17:58,Cash,4.6,March
996,642-61-4706,DELHI,Member,Male,Food and beverages,2,196.14,30-03-2019,16:34,Cash,5.5,March
