S.NO.,Invoice ID,City,Customer type,Gender,Product line,Quantity,Total,DATE,TIME,Payment,Rating,Month
734,885-17-6250,MUMBAI,Normal,Female,Health and beauty,1,83.727,06-03-2019,10:36,Ewallet,7.3,March
741,423-64-4619,MUMBAI,Member,Female,Health and beauty,9,146.9475,07-03-2019,13:12,Cash,5,March
744,643-38-7867,MUMBAI,Normal,Male,Home and lifestyle,1,102.837,07-03-2019,11:44,Ewallet,6.9,March
746,748-45-2862,MUMBAI,Member,Female,Home and lifestyle,4,118.902,07-03-2019,18:35,Cash,8.2,March
748,594-34-4444,MUMBAI,Normal,Male,Electronic accessories,1,102.018,08-03-2019,20:38,Ewallet,7.2,March
751,563-91-7120,MUMBAI,Normal,Female,Fashion accessories,5,324.2925,08-03-2019,13:21,Cash,6.7,March
753,325-77-6186,MUMBAI,Member,Female,Home and lifestyle,10,951.825,08-03-2019,10:53,Ewallet,7.3,March
755,345-08-4992,MUMBAI,Normal,Male,Home and lifestyle,6,214.137,08-03-2019,15:37,Credit card,7.7,March
764,157-13-5295,MUMBAI,Member,Male,Health and beauty,10,545.37,09-03-2019,18:24,Ewallet,6.5,March
765,815-11-1168,MUMBAI,Member,Male,Food and beverages,5,523.845,09-03-2019,19:09,Cash,5.4,March
766,308-47-4913,MUMBAI,Member,Female,Sports and travel,10,548.73,09-03-2019,12:45,Credit card,6.2,March
769,127-47-6963,MUMBAI,Normal,Male,Health and beauty,4,217.182,09-03-2019,13:53,Credit card,9.8,March
771,816-57-2053,MUMBAI,Normal,Male,Sports and travel,2,127.827,09-03-2019,12:37,Ewallet,8.7,March
773,652-43-6591,MUMBAI,Normal,Female,Fashion accessories,8,817.236,09-03-2019,13:18,Credit card,6.2,March
774,189-17-4241,MUMBAI,Normal,Female,Fashion accessories,2,184.107,10-03-2019,12:17,Credit card,7.7,March
775,129-29-8530,MUMBAI,Member,Male,Sports and travel,5,328.755,10-03-2019,19:15,Ewallet,7,March
776,668-90-8900,MUMBAI,Normal,Female,Home and lifestyle,7,688.6215,10-03-2019,18:44,Credit card,4.5,March
779,696-90-2548,MUMBAI,Normal,Male,Sports and travel,3,81.396,10-03-2019,18:55,Ewallet,6.6,March
781,239-48-4278,MUMBAI,Member,Male,Food and beverages,7,74.4555,10-03-2019,19:35,Ewallet,8.3,March
785,745-74-0715,MUMBAI,Normal,Male,Electronic accessories,2,121.863,10-03-2019,20:46,Ewallet,8.8,March
786,656-95-9349,MUMBAI,Member,Female,Health and beauty,7,506.6355,11-03-2019,11:03,Credit card,4.6,March
790,721-86-6247,MUMBAI,Normal,Female,Home and lifestyle,8,532.728,11-03-2019,12:55,Ewallet,7.4,March
791,448-81-5016,MUMBAI,Normal,Male,Health and beauty,2,125.517,11-03-2019,12:01,Credit card,5.8,March
794,892-05-6689,MUMBAI,Normal,Female,Home and lifestyle,5,148.68,11-03-2019,13:28,Ewallet,6.2,March
795,749-81-8133,MUMBAI,Normal,Female,Fashion accessories,4,397.614,11-03-2019,12:04,Cash,6.8,March
801,253-12-6086,MUMBAI,Member,Female,Sports and travel,7,723.24,12-03-2019,12:43,Credit card,8.7,March
802,565-17-3836,MUMBAI,Member,Female,Health and beauty,4,200.214,12-03-2019,14:21,Cash,9.1,March
809,877-22-3308,MUMBAI,Member,Male,Health and beauty,10,166.635,13-03-2019,16:40,Cash,5.8,March
811,101-17-6199,MUMBAI,Normal,Male,Food and beverages,7,336.5565,13-03-2019,19:44,Credit card,7,March
814,316-01-3952,MUMBAI,Normal,Female,Food and beverages,5,284.9175,13-03-2019,14:16,Ewallet,4.6,March
821,442-48-3607,MUMBAI,Member,Male,Food and beverages,2,49.308,14-03-2019,11:21,Credit card,7.9,March
825,189-52-0236,MUMBAI,Normal,Male,Electronic accessories,7,731.6925,14-03-2019,12:07,Cash,7.6,March
831,169-52-4504,MUMBAI,Normal,Female,Electronic accessories,3,49.4235,14-03-2019,14:13,Credit card,5.8,March
836,139-32-4183,MUMBAI,Member,Female,Sports and travel,9,921.186,14-03-2019,14:19,Ewallet,7.4,March
838,848-62-7243,MUMBAI,Normal,Male,Health and beauty,9,235.2105,15-03-2019,15:36,Cash,7.4,March
839,595-11-5460,MUMBAI,Normal,Male,Health and beauty,2,202.818,15-03-2019,10:12,Credit card,5.1,March
842,510-09-5628,MUMBAI,Member,Female,Fashion accessories,10,206.43,15-03-2019,18:20,Credit card,7.2,March
850,575-30-8091,MUMBAI,Normal,Male,Sports and travel,8,609,16-03-2019,19:25,Ewallet,9.2,March
852,290-68-2984,MUMBAI,Normal,Male,Home and lifestyle,4,99.75,16-03-2019,11:22,Cash,5.2,March
854,727-17-0390,MUMBAI,Normal,Female,Food and beverages,5,333.9525,16-03-2019,12:43,Ewallet,4.8,March
861,220-68-6701,MUMBAI,Normal,Female,Home and lifestyle,4,325.374,17-03-2019,16:36,Cash,4.2,March
863,880-46-5796,MUMBAI,Member,Male,Sports and travel,10,807.66,17-03-2019,19:53,Ewallet,5.6,March
865,439-54-7422,MUMBAI,Normal,Female,Electronic accessories,4,214.998,18-03-2019,17:15,Credit card,4.7,March
866,485-30-8700,MUMBAI,Normal,Female,Sports and travel,5,174.615,18-03-2019,16:10,Credit card,4.2,March
874,831-07-6050,MUMBAI,Normal,Male,Electronic accessories,5,171.7275,19-03-2019,11:30,Credit card,9.9,March
875,850-41-9669,MUMBAI,Normal,Female,Electronic accessories,9,709.317,19-03-2019,13:25,Ewallet,6.2,March
876,898-04-2717,MUMBAI,Normal,Male,Fashion accessories,9,721.98,19-03-2019,15:49,Ewallet,7.5,March
884,737-88-5876,MUMBAI,Member,Male,Home and lifestyle,4,97.818,19-03-2019,11:52,Credit card,5.9,March
885,548-48-3156,MUMBAI,Member,Female,Food and beverages,2,175.014,19-03-2019,13:37,Cash,7.6,March
886,593-08-5916,MUMBAI,Normal,Female,Fashion accessories,1,16.275,19-03-2019,15:23,Credit card,7.4,March
888,213-72-6612,MUMBAI,Normal,Male,Food and beverages,2,90.825,20-03-2019,15:56,Cash,6.2,March
890,828-61-5674,MUMBAI,Member,Male,Sports and travel,10,462.21,20-03-2019,19:57,Credit card,9.6,March
894,760-90-2357,MUMBAI,Member,Male,Electronic accessories,6,469.413,20-03-2019,15:08,Ewallet,5,March
896,509-29-3912,MUMBAI,Member,Female,Sports and travel,9,365.904,20-03-2019,12:24,Ewallet,4.2,March
897,436-54-4512,MUMBAI,Member,Female,Food and beverages,1,96.1905,20-03-2019,19:44,Cash,9.8,March
900,805-86-0265,MUMBAI,Normal,Male,Home and lifestyle,9,887.922,20-03-2019,11:32,Cash,9.8,March
902,827-26-2100,MUMBAI,Member,Male,Home and lifestyle,9,319.788,21-03-2019,16:21,Ewallet,8.8,March
903,512-98-1403,MUMBAI,Member,Female,Electronic accessories,3,83.412,21-03-2019,10:40,Ewallet,4.7,March
904,527-09-6272,MUMBAI,Member,Female,Electronic accessories,5,149.3625,21-03-2019,10:17,Credit card,9.1,March
906,448-61-3783,MUMBAI,Normal,Female,Electronic accessories,8,756.168,21-03-2019,16:08,Credit card,4.5,March
908,227-03-5010,MUMBAI,Member,Female,Home and lifestyle,8,441.756,22-03-2019,19:20,Credit card,8.5,March
910,630-74-5166,MUMBAI,Normal,Male,Sports and travel,6,391.419,22-03-2019,20:19,Cash,7.4,March
911,802-43-8934,MUMBAI,Normal,Male,Home and lifestyle,1,19.194,22-03-2019,15:05,Credit card,8.3,March
912,472-15-9636,MUMBAI,Normal,Male,Home and lifestyle,8,427.812,22-03-2019,19:36,Ewallet,9.2,March
915,550-84-8664,MUMBAI,Normal,Male,Sports and travel,5,451.0275,22-03-2019,14:33,Credit card,8.6,March
916,674-56-6360,MUMBAI,Normal,Male,Electronic accessories,1,99.9075,22-03-2019,14:00,Cash,6,March
917,886-18-2897,MUMBAI,Normal,Female,Food and beverages,5,296.94,22-03-2019,19:06,Credit card,4.5,March
919,865-92-6136,MUMBAI,Normal,Male,Food and beverages,3,166.1625,23-03-2019,10:16,Ewallet,9.3,March
921,407-63-8975,MUMBAI,Normal,Male,Food and beverages,6,465.444,23-03-2019,19:16,Ewallet,4.4,March
922,851-28-6367,MUMBAI,Member,Male,Sports and travel,10,162.75,23-03-2019,10:55,Ewallet,8,March
923,856-22-8149,MUMBAI,Normal,Female,Home and lifestyle,1,26.5545,23-03-2019,10:13,Ewallet,6.1,March
924,795-49-7276,MUMBAI,Normal,Male,Fashion accessories,4,156.03,23-03-2019,18:59,Ewallet,8.3,March
928,884-80-6021,MUMBAI,Member,Female,Electronic accessories,10,771.435,23-03-2019,13:14,Ewallet,9.5,March
933,468-88-0009,MUMBAI,Member,Male,Home and lifestyle,4,276.948,24-03-2019,10:29,Cash,6,March
934,334-64-2006,MUMBAI,Member,Female,Home and lifestyle,2,147.672,24-03-2019,14:22,Ewallet,9.6,March
942,340-66-0321,MUMBAI,Member,Male,Electronic accessories,4,152.712,25-03-2019,13:07,Cash,7.6,March
945,134-75-2619,MUMBAI,Member,Male,Electronic accessories,7,142.002,25-03-2019,18:51,Cash,6.9,March
946,156-95-3964,MUMBAI,Normal,Female,Food and beverages,4,232.638,25-03-2019,15:19,Ewallet,8,March
948,605-03-2706,MUMBAI,Normal,Female,Health and beauty,3,49.77,25-03-2019,18:02,Cash,9.5,March
951,411-77-0180,MUMBAI,Member,Male,Electronic accessories,7,530.67,26-03-2019,20:14,Ewallet,4.3,March
955,797-88-0493,MUMBAI,Normal,Female,Health and beauty,4,269.934,26-03-2019,13:54,Cash,7.7,March
957,587-73-4862,MUMBAI,Member,Female,Health and beauty,5,56.1225,26-03-2019,11:07,Ewallet,7.6,March
958,760-53-9233,MUMBAI,Member,Male,Fashion accessories,3,130.032,26-03-2019,18:37,Credit card,8.5,March
959,807-34-3742,MUMBAI,Normal,Male,Fashion accessories,1,54.999,26-03-2019,19:44,Cash,5.8,March
960,595-94-9924,MUMBAI,Member,Female,Health and beauty,5,145.5825,26-03-2019,20:21,Credit card,4.2,March
962,106-35-6779,MUMBAI,Member,Male,Home and lifestyle,2,93.114,27-03-2019,11:26,Cash,5.8,March
963,633-44-8566,MUMBAI,Member,Male,Food and beverages,7,362.943,27-03-2019,20:35,Credit card,7.3,March
964,238-49-0436,MUMBAI,Normal,Male,Health and beauty,8,272.664,27-03-2019,13:48,Credit card,4.9,March
966,278-86-2735,MUMBAI,Normal,Female,Food and beverages,3,164.871,27-03-2019,14:03,Cash,9.2,March
969,186-71-5196,MUMBAI,Member,Female,Food and beverages,2,167.034,27-03-2019,16:30,Ewallet,6.2,March
972,212-62-1842,MUMBAI,Normal,Male,Food and beverages,6,367.038,28-03-2019,16:44,Cash,9.9,March
975,531-80-1784,MUMBAI,Normal,Male,Electronic accessories,7,191.247,28-03-2019,17:38,Cash,5.1,March
977,470-32-9057,MUMBAI,Member,Male,Food and beverages,5,269.535,28-03-2019,15:31,Credit card,9.1,March
979,420-97-3340,MUMBAI,Normal,Female,Food and beverages,3,225.792,28-03-2019,15:30,Credit card,9.2,March
980,857-16-3520,MUMBAI,Member,Female,Fashion accessories,7,525.231,28-03-2019,16:06,Ewallet,4.5,March
981,333-23-2632,MUMBAI,Member,Male,Health and beauty,7,74.088,28-03-2019,20:14,Cash,4.2,March
982,829-34-3910,MUMBAI,Normal,Female,Health and beauty,10,749.49,29-03-2019,19:21,Cash,5.7,March
987,218-59-9410,MUMBAI,Member,Female,Home and lifestyle,3,228.123,29-03-2019,16:54,Ewallet,8.2,March
991,286-01-5402,MUMBAI,Normal,Female,Sports and travel,7,295.6905,30-03-2019,13:22,Cash,9.6,March
993,676-39-6028,MUMBAI,Member,Female,Electronic accessories,5,338.31,30-03-2019,17:04,Cash,6.6,March
998,291-55-6563,MUMBAI,Member,Female,Home and lifestyle,6,216.846,30-03-2019,12:45,Ewallet,7.5,March
999,361-85-2571,MUMBAI,Normal,Female,Sports and travel,5,469.77,30-03-2019,10:18,Cash,7.4,March
