S.NO.,Invoice ID,City,Customer type,Gender,Product line,Quantity,Total,DATE,TIME,Payment,Rating,Month
713,730-50-9884,BANGALORE,Normal,Female,Sports and travel,7,610.491,05-03-2019,14:31,Ewallet,4,March
717,755-12-3214,BANGALORE,Member,Female,Fashion accessories,5,232.155,05-03-2019,17:07,Credit card,8.6,March
722,148-82-2527,BANGALORE,Member,Female,Home and lifestyle,10,127.26,05-03-2019,13:44,Credit card,8.4,March
726,102-77-2261,BANGALORE,Member,Male,Health and beauty,7,480.0285,05-03-2019,18:02,Credit card,4.2,March
732,523-38-0215,BANGALORE,Normal,Male,Home and lifestyle,1,38.85,06-03-2019,13:29,Credit card,7.9,March
740,821-07-3596,BANGALORE,Normal,Female,Fashion accessories,4,69.09,07-03-2019,14:53,Ewallet,5.6,March
742,471-41-2823,BANGALORE,Normal,Male,Food and beverages,2,209.559,07-03-2019,20:37,Ewallet,8,March
743,598-47-9715,BANGALORE,Normal,Male,Electronic accessories,4,353.094,07-03-2019,16:54,Ewallet,4.4,March
745,399-69-4630,BANGALORE,Normal,Male,Electronic accessories,6,139.923,07-03-2019,10:23,Credit card,8.6,March
747,226-31-3081,BANGALORE,Normal,Female,Electronic accessories,5,80.22,08-03-2019,10:29,Cash,9.6,March
749,483-71-1164,BANGALORE,Normal,Female,Health and beauty,6,512.19,08-03-2019,16:43,Ewallet,5.3,March
750,458-41-1477,BANGALORE,Normal,Female,Health and beauty,6,291.438,08-03-2019,17:11,Credit card,9.5,March
752,632-90-0281,BANGALORE,Normal,Female,Fashion accessories,10,394.275,08-03-2019,20:01,Credit card,9.3,March
754,574-57-9721,BANGALORE,Normal,Male,Food and beverages,2,90.867,08-03-2019,16:53,Ewallet,5.7,March
756,549-96-4200,BANGALORE,Member,Male,Food and beverages,4,71.568,08-03-2019,20:15,Ewallet,7,March
760,841-35-6630,BANGALORE,Normal,Female,Electronic accessories,6,478.233,09-03-2019,18:21,Cash,8.7,March
761,360-39-5055,BANGALORE,Member,Male,Sports and travel,5,256.7775,09-03-2019,10:17,Cash,6.6,March
767,489-64-4354,BANGALORE,Normal,Male,Fashion accessories,1,17.094,09-03-2019,15:36,Cash,5,March
770,277-35-5865,BANGALORE,Member,Female,Food and beverages,9,935.2665,09-03-2019,11:23,Cash,6.7,March
780,453-12-7053,BANGALORE,Normal,Male,Fashion accessories,3,144.081,10-03-2019,17:38,Credit card,6.5,March
782,607-65-2441,BANGALORE,Member,Male,Health and beauty,10,860.475,10-03-2019,12:39,Credit card,6,March
783,246-55-6923,BANGALORE,Member,Female,Home and lifestyle,9,338.2155,10-03-2019,15:06,Credit card,5.1,March
788,584-86-7256,BANGALORE,Member,Male,Sports and travel,7,254.016,11-03-2019,16:07,Credit card,7.3,March
792,704-20-4138,BANGALORE,Member,Female,Health and beauty,7,218.0745,11-03-2019,18:58,Credit card,8.1,March
793,689-16-9784,BANGALORE,Normal,Male,Food and beverages,6,294.651,11-03-2019,13:37,Cash,6,March
797,120-06-4233,BANGALORE,Normal,Male,Electronic accessories,6,192.843,12-03-2019,20:36,Cash,9.3,March
799,699-01-4164,BANGALORE,Normal,Male,Health and beauty,4,174.3,12-03-2019,19:58,Credit card,8.2,March
805,719-76-3868,BANGALORE,Member,Male,Food and beverages,4,395.892,12-03-2019,16:30,Cash,8.6,March
806,651-61-0874,BANGALORE,Normal,Male,Home and lifestyle,4,194.124,12-03-2019,20:04,Credit card,6.2,March
807,266-20-6657,BANGALORE,Member,Male,Food and beverages,7,404.544,12-03-2019,19:39,Ewallet,5.2,March
810,336-78-2147,BANGALORE,Member,Male,Home and lifestyle,8,536.844,13-03-2019,19:52,Credit card,4.6,March
816,173-57-2300,BANGALORE,Member,Male,Sports and travel,2,153.048,13-03-2019,12:51,Cash,6.1,March
817,584-66-4073,BANGALORE,Normal,Male,Fashion accessories,1,59.325,13-03-2019,15:45,Ewallet,9.6,March
818,137-74-8729,BANGALORE,Normal,Female,Fashion accessories,8,102.396,13-03-2019,12:47,Ewallet,6.8,March
819,808-65-0703,BANGALORE,Normal,Male,Home and lifestyle,4,148.974,14-03-2019,17:22,Credit card,6.9,March
820,558-80-4082,BANGALORE,Normal,Male,Electronic accessories,7,204.6975,14-03-2019,17:20,Ewallet,6,March
823,122-61-9553,BANGALORE,Normal,Female,Electronic accessories,9,484.974,14-03-2019,19:33,Cash,5.6,March
824,730-70-9830,BANGALORE,Normal,Female,Home and lifestyle,6,441.693,14-03-2019,17:54,Ewallet,5.2,March
827,379-17-6588,BANGALORE,Normal,Male,Fashion accessories,10,625.905,14-03-2019,11:07,Cash,5.3,March
828,373-09-4567,BANGALORE,Normal,Male,Food and beverages,10,814.38,14-03-2019,20:35,Ewallet,6.9,March
829,840-19-2096,BANGALORE,Member,Male,Electronic accessories,5,461.5275,14-03-2019,18:10,Ewallet,4.4,March
834,722-13-2115,BANGALORE,Member,Male,Sports and travel,1,44.9925,14-03-2019,15:36,Credit card,9.3,March
835,457-12-0244,BANGALORE,Member,Female,Sports and travel,6,221.886,14-03-2019,13:49,Ewallet,6.5,March
848,154-87-7367,BANGALORE,Normal,Male,Home and lifestyle,8,548.184,15-03-2019,14:04,Ewallet,6.3,March
849,617-15-4209,BANGALORE,Member,Male,Health and beauty,2,32.277,16-03-2019,19:47,Cash,7.2,March
851,286-43-6208,BANGALORE,Normal,Female,Food and beverages,9,829.71,16-03-2019,19:08,Cash,9.2,March
856,210-74-9613,BANGALORE,Normal,Male,Fashion accessories,4,408.492,16-03-2019,15:33,Ewallet,6.8,March
858,662-47-5456,BANGALORE,Member,Male,Fashion accessories,10,369.495,17-03-2019,19:06,Credit card,8.4,March
859,320-32-8842,BANGALORE,Member,Female,Food and beverages,1,23.751,17-03-2019,18:58,Cash,6.4,March
864,263-87-5680,BANGALORE,Member,Female,Home and lifestyle,10,299.565,18-03-2019,17:38,Ewallet,7.8,March
867,413-20-6708,BANGALORE,Member,Female,Fashion accessories,1,54.0435,18-03-2019,15:52,Ewallet,8.5,March
870,256-58-3609,BANGALORE,Member,Male,Fashion accessories,1,96.579,18-03-2019,15:29,Cash,9.8,March
871,574-22-5561,BANGALORE,Member,Female,Fashion accessories,10,867.615,19-03-2019,17:08,Ewallet,7.9,March
873,568-90-5112,BANGALORE,Normal,Male,Health and beauty,4,277.788,19-03-2019,12:46,Credit card,5.6,March
877,462-78-5240,BANGALORE,Normal,Female,Electronic accessories,2,55.881,19-03-2019,14:35,Cash,4.2,March
879,751-69-0068,BANGALORE,Normal,Male,Sports and travel,9,937.818,19-03-2019,19:09,Ewallet,9,March
881,318-81-2368,BANGALORE,Normal,Female,Electronic accessories,1,48.51,19-03-2019,12:16,Cash,6.3,March
882,155-45-3814,BANGALORE,Member,Female,Electronic accessories,8,743.82,19-03-2019,15:29,Ewallet,4.7,March
883,728-88-7867,BANGALORE,Member,Female,Home and lifestyle,4,317.226,19-03-2019,15:52,Ewallet,8.3,March
889,537-72-0426,BANGALORE,Member,Male,Fashion accessories,10,745.395,20-03-2019,16:28,Cash,5.7,March
893,451-28-5717,BANGALORE,Member,Female,Home and lifestyle,6,523.971,20-03-2019,11:23,Cash,7.3,March
901,102-06-2002,BANGALORE,Member,Male,Sports and travel,5,132.5625,20-03-2019,17:52,Cash,6.1,March
907,500-02-2261,BANGALORE,Normal,Female,Food and beverages,6,360.927,21-03-2019,17:04,Ewallet,5.9,March
918,333-73-7901,BANGALORE,Normal,Female,Health and beauty,8,461.328,23-03-2019,13:24,Ewallet,7.6,March
925,386-27-7606,BANGALORE,Member,Female,Home and lifestyle,7,596.82,23-03-2019,15:59,Credit card,8.1,March
926,733-29-1227,BANGALORE,Normal,Male,Home and lifestyle,7,408.7335,23-03-2019,12:41,Cash,8.5,March
927,474-33-8305,BANGALORE,Member,Male,Fashion accessories,7,495.3165,23-03-2019,13:23,Ewallet,6.9,March
929,588-01-7461,BANGALORE,Normal,Female,Food and beverages,9,321.111,24-03-2019,10:43,Cash,4.2,March
931,593-95-4461,BANGALORE,Member,Male,Home and lifestyle,1,78.603,24-03-2019,14:49,Cash,6.9,March
932,835-16-0096,BANGALORE,Member,Male,Sports and travel,5,77.175,24-03-2019,13:48,Ewallet,8.5,March
936,538-22-0304,BANGALORE,Normal,Male,Electronic accessories,10,681.975,24-03-2019,18:27,Cash,5.2,March
937,118-62-1812,BANGALORE,Member,Female,Home and lifestyle,4,329.196,24-03-2019,17:56,Cash,7.9,March
940,699-14-3026,BANGALORE,Normal,Male,Electronic accessories,7,627.6165,25-03-2019,18:30,Ewallet,4.1,March
941,362-58-8315,BANGALORE,Normal,Male,Fashion accessories,5,401.73,25-03-2019,10:23,Cash,9.9,March
943,110-05-6330,BANGALORE,Normal,Female,Food and beverages,6,248.409,25-03-2019,20:18,Credit card,9.4,March
949,163-56-7055,BANGALORE,Member,Male,Fashion accessories,1,51.1455,26-03-2019,19:20,Cash,4.1,March
950,848-24-9445,BANGALORE,Member,Male,Health and beauty,2,91.77,26-03-2019,18:03,Cash,4.9,March
954,236-27-1144,BANGALORE,Normal,Female,Food and beverages,9,154.1295,26-03-2019,10:31,Ewallet,8.4,March
961,859-97-6048,BANGALORE,Member,Male,Electronic accessories,2,176.925,26-03-2019,14:13,Credit card,5.3,March
971,702-83-5291,BANGALORE,Member,Male,Fashion accessories,9,943.299,27-03-2019,10:43,Cash,6.6,March
974,633-09-3463,BANGALORE,Normal,Female,Electronic accessories,3,150.0975,28-03-2019,12:58,Credit card,9.5,March
976,266-76-6436,BANGALORE,Member,Female,Food and beverages,3,121.59,28-03-2019,13:57,Ewallet,7.5,March
978,544-32-5024,BANGALORE,Member,Female,Food and beverages,4,209.118,28-03-2019,19:16,Credit card,6.4,March
984,727-75-6477,BANGALORE,Normal,Male,Electronic accessories,4,121.128,29-03-2019,14:44,Cash,6.4,March
989,267-62-7380,BANGALORE,Member,Male,Electronic accessories,10,864.57,29-03-2019,19:12,Ewallet,4.3,March
994,131-15-8856,BANGALORE,Member,Female,Food and beverages,8,609.168,30-03-2019,19:26,Credit card,4,March
995,778-89-7974,BANGALORE,Normal,Male,Health and beauty,6,442.323,30-03-2019,14:58,Cash,7.4,March
997,115-38-7388,BANGALORE,Member,Female,Fashion accessories,8,85.512,30-03-2019,12:51,Credit card,9.5,March
1000,364-34-2972,BANGALORE,Member,Male,Electronic accessories,3,304.983,30-03-2019,20:37,Cash,6.7,March
